col_name,feature_importance_vals
SH2D4A,0.011207491707350328
GATM,0.00766537772399472
CD38,0.006735414780121478
NINJ2,0.006713661316053081
MCM8,0.006041864529929267
CD226,0.005619739416631511
SLC40A1,0.005426886289535836
ALPK1,0.005401290848152375
CRIM1,0.005201546880551129
KCNQ1,0.0051620000501224565
ARHGAP24,0.004865355200148887
BIK,0.004841172223957326
IFI44L,0.004718965075780818
MAFB,0.004687968693890288
ZNF710,0.004519096676424843
A2M-AS1,0.004492197153665534
CDC6,0.004453482513727624
BAIAP2,0.004344982950068273
FAM13A-AS1,0.004319179609430991
S1PR5,0.004301817354862366
TRAF1,0.004132869368880824
PDK1,0.004114164108821061
MANBA,0.004004718622972194
PPP1R3E,0.003940136200704743
BYSL,0.0036761164480081155
SPNS3,0.003660399740805319
GBP4,0.0036176146594368128
ZWINT,0.00358385603834693
DTL,0.00356304978214861
OAS1,0.003557406310393375
SHCBP1,0.0034211914866994642
VAV3,0.003373147780163249
BTBD3,0.003357705711430401
TRIM69,0.00334103968410276
P2RX5,0.0031400974010938254
GBP1,0.0030816521613410133
BCL2L11,0.0030726472995734606
EDEM1,0.0030532271615219962
KIF3B,0.003023441949390392
DENND6B,0.0030010815661229502
MSH6,0.0029841632905973567
PER1,0.0029816604132187124
C1orf54,0.0029777854530765946
FBXO5,0.0029373264427672765
WRN,0.002934816972360699
TOR2A,0.0028835684969693537
CD33,0.002866011883706445
AP4S1,0.002707240863898419
PARP16,0.00266018395936438
KLRF1,0.0026406688568202824
SNN,0.0026331770709172577
SPIB,0.002620938910942518
PDK3,0.0025614823602621434
SLC11A1,0.0025523971765535306
SAMD3,0.0024614033181032955
TARSL2,0.0024299561048402385
CD3EAP,0.002394895292623709
ORAI2,0.0023262401669770735
IFIT2,0.002284809881209655
CRNDE,0.0022397798340803884
BANK1,0.002225880625118986
FAM110A,0.002207021147130036
GPR155,0.002200332382047043
PPP1R21,0.0021657458672455694
MCM2,0.0021604976436312277
MARCH2,0.0020678018595613012
IRF7,0.0020630710732456744
MYD88,0.0019912497849861157
ITGAL,0.001980845214694406
DDIT4,0.00195683947843858
ZNF333,0.0019428807099668858
PDE4D,0.0019165173389627842
PHACTR1,0.0019091056025703234
TRNP1,0.0019041260314509127
NCOR2,0.0018914706083726473
SQLE,0.001856523714527279
RIC3,0.0018151807646062939
CCDC86,0.0017602159685545533
CHPF,0.0017437335979813076
CXADR,0.0017382903664856155
ARHGAP23,0.0017176714290350532
TNFRSF18,0.0017071508999152115
TSHZ2,0.001687842052206006
BCL2L1,0.0016524121851474428
FHL2,0.001646439491302793
SAMD9L,0.0016402311393457884
GATA3,0.001631956268150839
STAMBPL1,0.0016164383935162337
ADAM19,0.0016160524661322743
XCL1,0.0016116984120094166
MPP5,0.0015961791531425855
CLIC3,0.0015770430048426365
GPR65,0.0015489852420397126
CDCP1,0.001546793447682114
CTSV,0.0015205839761231385
UHRF1BP1,0.001490680199185295
FAM43A,0.0014794470425651182
IL6R,0.001453055067357227
MPZL3,0.0014482712059862102
F11R,0.0014443362711644926
PASK,0.001443842714759724
FGFBP1,0.001439346937695449
CHD8,0.0014254550467781017
STMN3,0.0014214525823341504
MSRB1,0.0014198111190933558
NRGN,0.0014153686930400268
IKZF3,0.0014104101276074064
WWC2,0.0013968633676388164
AHNAK2,0.0013910967899292198
MPC1,0.0013888010240934092
SAMD1,0.001380392897823298
MX1,0.001380023939180432
TTC39C-AS1,0.00134798542952083
RUNX3,0.0013416869403222865
CD14,0.0013344707398624035
AFAP1L1,0.0013146449817915548
APOL1,0.0013060694896451872
ALOX5,0.0013004802952957303
NCF2,0.0012818474349216202
OXNAD1,0.0012796272140634922
TMEM106A,0.0012598328158182086
BCL2A1,0.0012523277312761515
XAF1,0.0012501405639615303
MCM4,0.0012426490457391186
FKBP11,0.0012415320120252077
TTYH2,0.0012315335169929928
ASPHD2,0.0012224272175108157
AK5,0.0012192644512082397
UBXN11,0.001202890532199756
VEGFA,0.0011982724826187644
VKORC1L1,0.001188918584345885
