,0
CXCL8,1.0249857879414614
VIM,1.2611617906572505
LCN2,32.389302345157084
IL1B,0.8418136900220036
S100A4,0.6847461499043042
EREG,4.915152582135904
SERPINA1,0.9498671257162546
LTB,1.0498607852429023
HIST1H4C,3.9473892130190142
CXCL2,1.6778667183044402
CRIP1,1.3548039916855998
G0S2,2.7234459733529404
ISG15,1.4423786000052976
NEAT1,1.3020121901429267
MT2A,2.3214798601657454
TOP2A,157.85272895472073
ATP1B1,36.703457415605754
ID2,0.22401235919117574
GAPDH,1.7595826311383207
IL32,1.5607028847261502
FTL,1.247544922736122
ANXA2,2.031156933285153
CD38,0.825584117824721
CD24,8.04400028288599
CENPF,63.01590533200972
PDIA4,2.8992966257980406
IGFBP7,5.132442871391488
EGR1,5.4128136658673975
PPP1R14A,3.065207965873592
ID1,6.561008471362531
ID3,3.4084483225043347
UGCG,7.549052285281736
SRGN,0.621569990027106
MKI67,88.72616241113677
ACTB,1.2668758758631078
MYL9,13.829657570105983
CD9,6.885912289362114
IL1RN,0.21802064755135336
NPC2,2.212111406090319
CA2,6.120070591532712
HSP90B1,2.99298585433143
C12orf75,5.223483329475588
IFI27,95.43749415463525
IFI6,0.42177830862713045
CEBPD,0.760583665861848
BEX1,23.880120039356093
S100A9,0.6900112139810801
TGFBI,3.0091035162016992
SOD2,1.303637615050503
AREG,1.1544751130796973
HMGA1,2.507792029217871
TNFAIP2,2.284101801597216
TNFSF10,0.6654494543698876
CLIC3,2.694781633324867
CTSB,3.69793927086194
ATF3,1.098407964010044
CYBA,2.5472446470581005
PDZK1IP1,81.67640520370743
MT1E,23.551932547836078
INHBA,200.89860765226646
CALR,2.9146617936489747
CST6,251.10087746774502
CYP1B1,7.261989023762386
IFIT2,0.6921886318080938
IFIT3,0.1020274186292697
TACSTD2,147.55395992617775
CCNB1,59.093417271153946
CD74,1.84476430457304
CDKN2A,19.553027763790222
NFKBIZ,0.601209150771234
MROH8,0.7834371700756687
YBX3,1.8098257020560107
CXCL3,0.15954522938208793
PLAC8,1.7935701176596037
POU2F2,0.4697189107484994
IFIT1,7.7738516726016655
UBE2C,565.6989437051119
HMOX1,1.031657683009402
PBK,2287.8702439460953
CDCP1,233.56590906613786
C15orf48,69.13546640229039
CLU,3.814446848927668
MAL,1.5396077157124484
JUN,1.0064573682488762
CCNE2,178.20856664668986
CDKN1C,7.066928614980168
TPM1,4.782602197410143
S100A6,0.6348517757144851
THBS1,31.13168570122881
CD40,2.272872480181675
PLK2,25.61157731500184
ITGB1,5.467878778071675
PYCARD,1.0701638366196784
NME4,4.210086760833933
NFKBIA,1.1448201202893482
NAMPT,1.1433737092479466
CDC20,434.8716702335299
MGST1,1.4687280716066877
MEF2C,1.533969053855379
PLAUR,1.491666729839506
CD69,0.7450813267685601
MX1,0.8562875856605028
PHGDH,21.892016353338487
FOS,1.2453340932507277
NCAM1,0.24328756697307952
CYB5D2,1.5643102511276283
BID,1.1144733905591684
IFITM2,1.2809222208322422
PTPRS,13.119925933007643
ARPC1B,1.3163595916930217
LIMS1,2.6831578681020027
TPX2,309.7493569989127
RNASET2,1.997728041348224
IL6,7.094823616716679
NET1,8.234194509114639
MYC,0.9941664514139679
TPM4,3.264050735885968
EFHD2,0.9962688343113867
GLIPR1,0.8077322226422781
VCAN,1.173701035052172
PARD3,147.76488036849054
TAGLN,18.797485651972444
OGFRL1,1.6783972140912764
EGLN3,5.7509991973079675
TSHZ2,0.5521060969244248
DDIT4,1.5839842690076988
BIRC3,0.49314888160633863
CKS2,6.534959232044083
UCP2,1.3784855885408864
CLEC4E,0.2832502260019236
CD82,0.7378437588268884
SAT1,0.713530869622913
TNIP3,0.5392846115469778
DLGAP5,277.2754296894958
NUF2,26.936404502809868
CCNB2,93.99418012387072
PTGS2,0.4045276920460201
SSR3,3.7925379890717594
SYN1,0.17675388542268572
HSPA5,2.1503895985512385
RGS2,0.813211471691416
FEZ1,1.5036961033691518
NUSAP1,68.13078254411599
PTTG1,13.878266204113189
SDC2,138.94586212940516
TYMS,79.78101574494107
MGLL,35.71665872116852
CCND1,106.83013415135844
FXYD2,0.05896315768926302
OASL,0.10598202986020798
CLGN,14.926388875687996
PDIA6,1.9726014262998552
HGD,0.5456016792826418
KPNA2,11.600162034016948
TNFAIP3,0.501379513091126
IER3,10.411575378215145
UBE2S,6.9459423984177135
PCNA,4.491674347329481
ADM,5.959195838336227
HBEGF,12.17270107284106
HERPUD1,2.353779109402566
RGCC,1.777371560522238
ITGB3,1.1114988509752255
MT-ATP6,2.075730530248926
KLF10,1.6174084437816734
CDK6,3.3694119033275998
TCF4,5.753129341368188
HIST1H1E,1.3777269181211675
CXCL16,3.083608162690356
IFI44L,1.0502139027315562
COL6A2,4.3919037702487715
GADD45B,0.9124622972249579
RPLP1,3.2507895348778333
CEBPB,0.8892635418354276
HIST1H2AJ,33.2558972353281
PEG10,49.53925749956677
RNF144B,1.5989146635160947
TNFRSF21,43.36700884561495
NRG1,0.39374887595836017
CREB5,0.931010612524726
PLA2G7,0.6955687503940389
B3GNT7,0.3538130294328263
LDLR,4.5115456348531895
DDAH2,2.477918630429558
HIST1H1D,2.646304199346776
FAM111B,13.24105792479759
CTSV,30.869422717196368
LY6E,1.0574529272884419
SGK1,0.22912428785724517
ZG16B,4.9895163271327565
AKR1C3,2.680292094851653
TFRC,11.378552840072434
HIST1H1C,3.269557008765749
HHEX,0.9411616105902464
TUBB6,42.567620664947825
DNAJC12,0.12324545030608823
LDHB,1.6340703149537246
SERPINB2,0.19927464257369493
