,0
FGD4,0.012524317136403148
SH2B3,0.012424538174017986
ZFHX3,0.012418224115197284
MPC1,0.012288005317180831
BANK1,0.012151972884765544
TRIB1,0.012131671686898974
UBE2E2,0.01210243626850027
APBA2,0.01208822554664774
GSN,0.012085676113131636
ASAP1,0.012033445258695315
SEC14L1,0.012026597048025726
LTBR,0.011986323058336364
THEM4,0.01197219186567126
MYDGF,0.011971303752733179
LMO4,0.011888981792944536
MAP3K8,0.011886998923494096
SFXN1,0.011874575788677106
MPP1,0.011822206956359755
C12orf75,0.011769755668825972
CMC1,0.011750498267632144
ARHGAP26,0.011717825480509338
NABP1,0.011697890198798551
MCTP1,0.011681857631303569
TPD52,0.011676409669469113
ATP6AP1,0.011633614198256322
TTC39C,0.011629642943049794
DENND3,0.011606974352525393
TUBA1A,0.011597575434884813
SOX4,0.011582458515574578
GPAT3,0.011518893567287997
SLC36A4,0.01149477432776677
MSRB2,0.011479035891713407
CXCL2,0.011475432208599643
TPMT,0.011441189317427122
LY6E,0.011437989630936701
IL1RN,0.011436164399796715
SDF2L1,0.011403128266289557
DDIT4,0.011367305992797621
PSEN1,0.011306915415136247
ACTR3,0.011301698490657208
EIF2S2,0.01123634788090456
RELT,0.01120297038661214
IFI6,0.01116490224263018
HSPA5,0.011073001245639204
PRKCD,0.011064291314845931
IGFBP7,0.011022079993337854
ETV6,0.010883162061147771
ESYT1,0.010866060197961354
OAS1,0.010746419652407805
MTHFD2,0.01074518560576232
PCED1B,0.01074506350147628
STX7,0.010696006549146451
ACSL4,0.010647740081996468
ADGRE5,0.010529752375582577
BASP1,0.010505249141182709
PLD3,0.010338928737032009
EAF1,0.01025356935832149
IL18,0.010241278990536423
ADAP1,0.010237686459014593
SLC25A37,0.010225269092943894
UCHL3,0.010149518386333089
SORT1,0.010117395289986595
FABP5,0.010075788543597336
RIT1,0.010058109034457158
VSTM1,0.01004961990018663
MARCH2,0.009990042227559849
DUSP3,0.009884332041429644
FNDC3B,0.009854954276645324
HES4,0.00982759555726481
ISG15,0.009788198953697333
CMTM3,0.009783392345619047
H1F0,0.009753017973869986
ATXN10,0.009744245965426303
TBC1D9,0.009736571890070217
STK38L,0.009587832513679274
SUPT3H,0.009563513197606333
RASSF5,0.009543239879331955
IL6R,0.009530605909530868
TSHZ2,0.0095039260820829
ANXA4,0.009470006143414906
SLC20A1,0.009454172087659831
DIAPH2,0.009436845345121151
MACF1,0.009431442135881367
PPIF,0.009417905551095517
ORAI3,0.009400181852078308
BNIP3,0.00939949013197256
MAP3K11,0.00939633787786997
RPL22L1,0.009374166177584353
PARVB,0.009374106624485675
MXD1,0.009332445272695463
PLAC8,0.009304431609211626
RGS10,0.009292008718451872
SMIM4,0.009274236133888936
SOCS3,0.009182570021707961
INSIG1,0.009125979544267365
PARP14,0.009077301241297412
COQ2,0.009054838898314738
DNAJC4,0.009034681684715095
PLIN3,0.009029408899276488
LIPE-AS1,0.008986661337629912
ATF4,0.008878329047527597
PSTPIP2,0.008824681633353827
FOLR3,0.008797498539764092
RILP,0.008753359723499268
ADAM17,0.008721553376475273
ORAI2,0.008717965957661762
GLB1,0.00871609924720651
RPS6KA3,0.008707368621584504
C1orf54,0.00869775205993817
APP,0.008666237764362848
MANBA,0.008523876155474558
CD82,0.008465199897332147
RAB34,0.00845513707280304
DNTTIP1,0.008381840006906234
SMIM14,0.008370534361690494
LPP,0.008325324202110759
SLFN11,0.008291655015606693
SNCA,0.008270582114421995
P2RX5,0.008259230426624067
EFCAB2,0.008254105542318988
RIN2,0.00822159884704318
ABHD2,0.008116531564994018
SYNGR1,0.008105351787777548
MAP3K7CL,0.008010889902320363
ZCCHC7,0.007996879583275246
HPSE,0.007954251841993104
ID3,0.007945252958250805
ZNF276,0.007918683142807114
PGAM1,0.007914743753083493
PDK1,0.007905735860502916
NDUFS3,0.007846771034749137
CITED2,0.007842432279153613
SH2D3A,0.007819838761326272
ZNF516,0.007762162206153378
APMAP,0.007702882454969327
TRIQK,0.007673076231021187
AFTPH,0.0076616136252803425
VEGFA,0.007577190845098282
PASK,0.007549711417439498
ATP2A2,0.007539257822470377
CARD19,0.007461032580081752
SIL1,0.007422092823679442
REEP3,0.007409519063333969
DNAJB11,0.007405508935905071
TOR2A,0.007374998989921587
IRF1,0.007361178853374898
TUBA1B,0.007356276189561007
PDLIM7,0.00734009409806937
CDKN1C,0.007337293600819291
BCL9L,0.00729035672756843
DEK,0.007278576442150556
HECA,0.007262614130134705
TNNT1,0.0072180411802916355
SPECC1,0.007203132832632419
ACAT1,0.007178822738123245
CNDP2,0.007132466692235289
WDFY3,0.00710141671373508
GPR65,0.00709701996459209
RRP12,0.0070781494963882
IKBIP,0.00707261869778438
PELI1,0.0070670583435340885
CMSS1,0.007053804629841544
DNAJC9,0.00704654871136667
TMX4,0.007035364980863862
PLEKHA2,0.006996545405578695
KIF13A,0.006991244302844463
ITPK1,0.006963674666615122
RUNX3,0.006961403763300734
SPTLC2,0.006955586430073558
STAT1,0.006941974799876088
CRIP2,0.006940212893235692
CCND2,0.006914712106193588
RPL26L1,0.00690119243272584
UBE2W,0.006898491124578523
HCFC1R1,0.006877599512441924
PER1,0.00684832174783305
HES1,0.006845126744718355
ITGAL,0.006843993499005525
BICD2,0.006835903437360357
NINJ2,0.006829018300275401
HNRNPAB,0.006819429086180197
IRF7,0.00681174529467179
ICAM1,0.006803193067806404
SLC12A9,0.0067931082278402865
TM6SF1,0.006779852526449789
EZR,0.006774955423081252
MCOLN1,0.006723704389438475
CS,0.006702175382673191
AK5,0.006698947869525071
DNAJC10,0.006693934716305011
PTPRJ,0.006662288486428829
DAPK1,0.0065940805699542596
DDAH2,0.006593602060100764
IFITM2,0.00656105122865959
DENND1A,0.00654082662277477
SERPINB8,0.006527410743745453
HIST1H1D,0.006516132220631933
IRGQ,0.006469310735387087
PLXND1,0.006450897238779598
NCOR2,0.006442408547494435
BATF3,0.006417558862280533
SEL1L3,0.006365326688242136
MOSPD2,0.006332796618433511
MRPL27,0.0063163690138487456
NEU1,0.0063156680166127615
CCDC50,0.006307571582876538
AREG,0.006272934281620346
ST14,0.0062679942137489645
CEP63,0.006263656554430902
DPP4,0.006153083161904965
NSUN6,0.006153073911801811
PLAGL2,0.006145400043230945
CASC8,0.0060940766031254675
MAP3K5,0.006073690577594677
ZNF185,0.005999268377262807
TBC1D4,0.005990034916868134
CPT1A,0.005982571415192146
PPP1R3E,0.005981365371944649
TSPAN13,0.005972044294856361
MRPL1,0.005895125583705703
SLC43A3,0.005883529155213842
ASRGL1,0.0058312698144689186
PSMA3,0.005824894960836985
BCL2L11,0.005808871039078119
NUDT21,0.005807340549661101
FKBP15,0.005784441349282703
WLS,0.00577867523586642
IMPACT,0.005739533713556631
CDH23,0.005715479873146874
TOR1AIP2,0.005692435258191268
LGALS3BP,0.005686593301576254
GGCT,0.005682092944970933
ITPRIPL2,0.005676305206070977
TARSL2,0.005646866227948875
TUFM,0.005604044597521372
STYXL1,0.005588111925654404
CD24,0.005524221028377539
MYOF,0.005517776315932255
ITM2C,0.005465772043571473
SLC1A5,0.0054475775644622524
SPIB,0.00543440499730334
MKNK2,0.005422569976473623
RPLP1,0.00540351048847066
STK32C,0.005390966458718457
OCEL1,0.005382283441832573
LPIN2,0.005368628128788384
LYPLAL1,0.0053655739294650555
CA2,0.005332408038155456
OPN3,0.0053187816709197025
LINC01215,0.005302890298155653
SAMD4A,0.005266122046543886
CBLB,0.005229561245042795
TMEM14A,0.005216144866703609
ENHO,0.005195574214738496
SAP30,0.005193054495937534
MX2,0.00519063259576655
HSD17B8,0.005186045509290075
HCCS,0.005153215867146831
ANKRD36,0.005150329604422788
TFDP2,0.005144036605592117
SNHG12,0.005141761385352813
KLRF1,0.005110695780713896
NID1,0.005099308510047391
SRGAP2,0.005080218184749032
ATXN1,0.0050793581478106135
TXNRD1,0.005078461263863705
MTF1,0.005050343764409801
HBEGF,0.005026313716416336
CARS,0.005010630447899255
CPM,0.004989228666977762
GLMP,0.004972173382264287
LFNG,0.00495555896016993
ARCN1,0.004943792201139696
ZG16B,0.004940294524858479
MTMR3,0.0049327315049276866
PLEKHF1,0.004906778010461114
GPATCH2L,0.004898693513906597
NOG,0.0048913664184126225
SAMD4B,0.004883322575996636
TFRC,0.004853851565978793
TIGAR,0.004835430825227895
SEC61A1,0.00482841472941592
ALCAM,0.004826199076248808
ELK3,0.0048107147219198275
DAB2,0.004800601328196111
CNPPD1,0.00479427381168208
TNFAIP3,0.004793904356590516
SLC30A1,0.0047677699348485855
MFGE8,0.004760051396365658
BTG3,0.004744569338733744
EXOSC4,0.004731288910803731
THAP9-AS1,0.004725364700733425
TUBA1C,0.004718409821140575
SNN,0.00470350213435848
CERS6,0.004637299220828573
IFI44L,0.004613133265901179
LARP1,0.0046114496667547
WDR41,0.0046064576930160035
SEL1L,0.004592641324166401
LINC01504,0.004585270245599069
PHLDA2,0.004582081874364636
ZNF503,0.004579886938570922
TET3,0.004578656794005024
PSMB9,0.004570036410529941
TPM1,0.004541718999796482
TRAF1,0.004513893235313492
PPP1R14B,0.004508470118869856
CBR3,0.004490743107827385
RSRC2,0.004470587711486016
TMA16,0.004456165871625054
ZYG11B,0.004448692008737847
PPIB,0.004440833531913949
DHRS3,0.004437221886978868
SLC31A1,0.0044339501026107375
IMPAD1,0.004426242164734721
RIC1,0.004425560225085103
ZBTB38,0.0044212853009712415
SRC,0.0044190263887391844
ARF4,0.004399697600917694
PLIN2,0.004351657530374592
ERLIN2,0.004331250490034614
RUNX1,0.004327002025149346
PPCDC,0.004325195906930187
SPINT1,0.004323016903240185
KLF7,0.004301159131714264
SRRT,0.004301094733116523
PDP1,0.004280091104468716
MICAL2,0.004279787816008675
CCL28,0.004252404135889573
NREP,0.004216139355605172
CDC42EP1,0.004211859944998036
DUSP5,0.004197674205913224
COL6A2,0.004194797556760925
DST,0.004171500106282865
RUFY1,0.004150697315517303
DNAAF2,0.00413714664538876
PADI2,0.004117551655037038
XRCC4,0.004114755473788399
AP3S2,0.004105514700571571
CSRP1,0.0040915104911641385
CLIC3,0.004087573118044073
REEP4,0.004085701133546111
VNN1,0.004084381022703566
ARHGAP18,0.00408306112768477
SLC19A1,0.004082362223604144
PIK3CB,0.004054399047438345
TJP2,0.004054007276034831
IGF2BP2,0.004045428759427726
RCAN1,0.004044390167305391
DBF4,0.004040292182817619
NBN,0.004037616943545521
MCM3,0.004028733120072088
SLBP,0.004018412299956798
LUCAT1,0.003998213513435163
AP3B1,0.003977763118150141
ZBTB43,0.003960665175924294
CKS2,0.003960586829837933
CEBPZ,0.003920248093208462
CCDC186,0.003908113302527244
SPPL3,0.0039040258100804847
NT5C2,0.0038970364920972644
CD40,0.0038925037360500393
HMGA1,0.003859205554043175
ADM,0.0038478698896326734
FBXO32,0.003809882818955461
ODC1,0.003804376876041178
PON2,0.003802503113972523
FGD6,0.0037952739913371526
RAB13,0.0037921552990678844
NME2,0.0037821033765011117
FAM162A,0.0037709991248322536
CEP78,0.0037639532465585882
A2M-AS1,0.003715592325349543
SNX1,0.0037137693394062327
MYBL1,0.003711533488196785
CRYBG3,0.0037078350018059734
MAST4,0.0037028553893951517
IFIT3,0.003699715708761343
RAB8A,0.00369562312620165
SNRNP25,0.0036919416343283848
S1PR5,0.0036829615061953584
LDLR,0.003662412510800846
CLEC11A,0.0036572728662232048
KCNQ1,0.0036563299496383053
DLD,0.0036552552978020305
NCEH1,0.003645775236375645
ALG3,0.003628311280084492
MICAL3,0.0036194767302593837
LINC01184,0.003618592621999788
XAF1,0.0036068106405232774
MRPS28,0.0036055043368017985
GCNT2,0.003598818251316574
LIG1,0.003596170956946966
CXCL3,0.003593323923999365
MAP9,0.003574835885494831
NPDC1,0.003570756542185342
MXD4,0.003554561495461478
POLR3D,0.003546194745098186
TRAK1,0.0035390656163047187
PARP9,0.0035385381171385657
PXK,0.0035342234123612367
OAS2,0.003533401096176128
ANKS3,0.0035294099501166384
CXXC5,0.0035196622032270387
SMYD3,0.003517452134318691
TCN2,0.00351628215768543
MNT,0.0035131578751518185
KSR1,0.0034905596113945585
CDR2,0.003489759611610202
TRAF7,0.003475272305522685
IFI44,0.0034719580663745146
ZBTB11,0.0034653999810029938
CCNB1IP1,0.003460915599106
CD226,0.003458388761456346
OAS3,0.003450774976158877
SLC40A1,0.0034228184076889666
TRIO,0.0034063708687107207
ARSB,0.003405496208544338
PDIA4,0.003383341383315176
RFX1,0.0033830077998255477
ZNF710,0.0033823836943459415
FAM3C,0.0033699820368478573
AKT3,0.003360899954145339
AGMAT,0.0033303600189963476
IFIT2,0.003327107759697614
RCN1,0.003325603849507611
NT5E,0.003307478360592149
SND1,0.0032979628750618374
GSTZ1,0.0032790626270735807
GDAP2,0.003278888726311557
SPHK1,0.0032676431910782775
HSPBAP1,0.003236415866185102
GCLC,0.0032313402461947617
ZNF667-AS1,0.003215001925288062
FOXO1,0.003200542710790025
RABGEF1,0.003186198887037204
SPNS3,0.0031705673523994837
SNHG19,0.003165532775445392
ANK3,0.003161710456758694
TAGLN,0.0031173652099306228
MPP7,0.0031124858889745406
HIST1H2BG,0.003100365578494022
NIP7,0.003091756022090908
HIST1H1C,0.0030750906178693897
MAPKAPK2,0.003073471036669976
AKR1C3,0.003070020370765964
MAFK,0.003061071048875762
F11R,0.003050006824681032
NASP,0.0030483473360612494
MIR222HG,0.0030448028883373604
ACP2,0.0030417860141421743
PFKFB3,0.0030405363781368057
HIP1,0.0030354776678064186
DMXL1,0.003034856219590191
CCDC112,0.0030315127575711188
HIST2H2AC,0.0030233565796735566
CEP290,0.0030189216158443776
RPS6KA5,0.003018462401040877
TMEM106A,0.003008676853363641
ZNF84,0.0029961247692425435
TMEM144,0.0029798068847406572
TARS,0.002962661734225145
IQSEC2,0.002938731472065306
RUVBL1,0.002938082191835974
PCSK1N,0.0029309379117933598
S100P,0.002925044587477397
NKIRAS2,0.0029189744086421574
HIST1H1E,0.002912738848103717
SLC16A6,0.0028903657552115073
PVT1,0.0028882303095046236
TPRKB,0.002873470094518
RARS,0.002871826667273755
RNF157,0.0028484228981689387
UBE2Q1,0.002835249399942333
NCKAP5L,0.002834585375386607
FAM135A,0.0028306234748610897
PIGBOS1,0.0028263104587208064
NAF1,0.002815544884682606
NETO2,0.0028071694530713526
ARHGAP31,0.0028012144112350974
CSAD,0.002801105567568982
HSDL2,0.002788344424289322
XCL1,0.0027831889407624977
TBC1D12,0.0027811343114383545
ISYNA1,0.0027804975380337493
PISD,0.0027594538958793436
LMO7,0.002755955807176942
GAS6,0.0027433619174934486
DUSP16,0.0027424407373797355
CKB,0.002733161943644129
LLGL2,0.002729961481686528
NOP14,0.002729239816666105
HSBP1L1,0.0027276428626673357
GABPB2,0.0027245665492684474
SMARCC1,0.0027237325422183726
GNL3,0.0027100444483625385
DAAM1,0.0027008586774956937
NCALD,0.002692522177144026
MGLL,0.0026875179192722733
PTX3,0.00268551487697134
TAP2,0.002682459815748912
RNF217,0.002680378900534569
SUCLA2,0.002667854291989542
AP1AR,0.0026670210667191735
RANBP2,0.002652739860645568
POFUT1,0.0026422768565649538
MCM7,0.0026314459380478803
FSCN1,0.002620611497820093
TTYH2,0.002618946259747401
TMEM87B,0.002615948515521076
ESF1,0.0026018115210790023
PCDH9,0.002594880540751167
SERINC2,0.0025933429172256997
MDM2,0.0025910957515334117
TTPAL,0.002585683378050054
PUM3,0.0025853218295284535
GGCX,0.0025767127866116713
CALR,0.0025723756456393853
DSC2,0.002568686649552477
HAGHL,0.0025674419614438956
HIST3H2A,0.0025530518638439558
MTMR12,0.0025524579946619263
LIMA1,0.0025429276987255925
POMGNT1,0.0025404624022292385
RTKN2,0.0025397513665866168
ALDH18A1,0.002538865995532395
VPS37C,0.002522745064744241
NNT-AS1,0.002508528556875285
TMEM19,0.0024948663899114864
SORD,0.0024908230862477213
LINC00909,0.0024802184063082862
RBKS,0.0024673743940055483
CALU,0.002461693860924061
PLCE1,0.0024539423616814385
MON1B,0.002443366038796988
MITF,0.0024395935942380506
NRIP1,0.002433782181308765
TST,0.0024218534651550146
GNG11,0.0024202181915785573
KIF1B,0.0024163449432327696
SPATA6,0.0024004542867692006
DUSP14,0.0023986801252645234
STAMBPL1,0.002393994336761278
FBN2,0.002389782274595038
IER5L,0.0023718539952981956
PLOD3,0.00235723006172572
SEC11C,0.0023566556499305786
MARCKSL1,0.0023563975391735765
PLCB3,0.0023505662341454943
PAK1IP1,0.002346245146761493
AP3M1,0.0023410716864819326
DUSP10,0.0023390251189560124
CHD6,0.0023340236526763684
DHX33,0.00232301013515757
PRR11,0.0023225675397661135
CDC42EP2,0.002320092438759678
BAIAP2,0.0023176872969543735
APOLD1,0.0022925652067850247
SIN3B,0.002290813148412886
SCRN1,0.0022908085722936652
CPEB2,0.0022893788559946995
PRKAR2B,0.002283390827720083
DCTPP1,0.002264717591791309
ZHX2,0.0022418576251592814
THG1L,0.0022355321973088274
SPON1,0.0022321082108530113
CETN3,0.002227953232855151
GARS,0.002222908942995242
LMNA,0.002220552554546515
UNG,0.0022183356852292203
CYP2S1,0.0022111575353578384
GTF2F2,0.0022104077128349852
KCNQ1OT1,0.0021927505380140693
LXN,0.002192232232480665
GRAMD4,0.0021810686679010253
CCDC28B,0.0021795830109813483
PKIB,0.0021788893161181952
WDR1,0.0021686364561340995
MPV17,0.0021589282279679245
KIAA0586,0.002152720965865088
SEC24A,0.002146606874972663
HSD17B7,0.0021304308908360625
WDR76,0.002128753403082111
KIF3A,0.0021226306546390955
FOXK2,0.00211959694499654
ZCCHC2,0.0021069974052066666
ALOX5AP,0.002102500737550537
C1orf21,0.002100146343978227
ADGRG1,0.0020984491572049037
SLC16A1-AS1,0.0020954177233011707
FXYD2,0.002092995966304698
PFKP,0.0020925911422840643
USP12,0.0020883731807347862
MBNL3,0.0020867678587004343
PDE4D,0.002080184214950623
FPGS,0.002077576047126148
ITGB1,0.002062618976129529
ZNF787,0.0020594381668004734
C12orf45,0.002054007614823771
JUP,0.0020537003069995238
UROD,0.0020507254711954926
ACAT2,0.002047385119016046
EPRS,0.0020228166802268408
RHPN1,0.0020198417332516943
CHST2,0.002006012879346987
CYB5D2,0.002002101758163934
TRMT6,0.0019895805524373757
ITGAV,0.001987485889566812
ZNF33B,0.001981888233923639
RNF169,0.001981474077859515
TMED8,0.0019739328194359803
THBD,0.001973287203796702
DDX20,0.0019729119723149134
METTL8,0.0019680266600757743
GADD45B,0.001965309423767286
CD99,0.0019517749780014926
IFIH1,0.0019462014937486588
LARP1B,0.001945295086643969
AGPAT1,0.0019405956646822197
ALPK1,0.0019347631029968998
ZNF37A,0.0019327399187193588
FBXO45,0.001932389856884401
ALDH5A1,0.0019307677577601072
