col_name,feature_importance_vals
UBE2Q1,9.683964085386554e-05
BTG3,0.00018326508058932872
ASCC3,0.00036070383740721457
NRDE2,0.0002569464316480731
SEC11A,0.00029280983503570795
ACAT1,0.0008582521593898329
NAA35,0.000554999152080741
ALG3,0.00037981375388452566
CKAP2L,0.0005558331138852108
AFTPH,0.00011288970411881007
WWC2,0.00018794362437514958
GTF2F2,0.00016684744777660106
RUVBL1,0.00018517963637632807
PIK3CB,0.0003051802787734851
ARHGAP11A,0.00033065773460790043
CLN6,0.00015424682485844638
IWS1,0.0001530435943386746
CCNT2,0.0004041134309305785
UROD,0.00019214030733599442
MFSD9,0.00013459814880784939
AMN1,0.00010362225499576402
SLC25A37,0.0011012820938115602
NKIRAS2,0.0002685924435449464
ZNF37A,0.0003345884012716681
ANO10,0.0002307154936616831
NCOR2,0.0001602295649659103
UHRF1BP1,0.00011946999084762487
DLAT,0.00020929328682909885
PCBD2,0.00015313993865198898
ING2,0.00015321748294916686
P3H4,0.0004104320142871272
LINC01184,0.00017889458205647913
USP42,0.00020945750455987437
SLC19A1,0.00018953113842948163
ITGA3,0.0004075621242301836
PIGBOS1,0.0001385674142321605
COX18,0.00010631653370881239
CCDC71L,0.00010815765054374077
NIPA2,0.00023965682028269172
NCAPG,0.00031088124493274514
DHX37,0.0001922402316647742
TMEM192,0.0001111335288499088
HCFC1R1,0.0014041643419902482
KIAA0586,0.00018316695425349124
SAMD1,0.00017606394098502028
FAM200A,0.00016529160441704633
AP3S2,0.00015040434589638126
CEP135,0.00010551932843931426
SH2D4A,0.00023218140776863885
ZNF319,0.00015517745745679764
FN1,0.00027884111179320875
GNG11,0.00043143341263951793
ITM2C,0.0001589010263922868
MALAT1,0.005935205926522863
ANKRD1,0.00029637140489348384
PLAT,0.0012298076228871655
STMN1,0.000143483809465077
CTTN,0.00014067004764347144
TNFRSF11B,0.00014056749687974156
PSAP,9.918821053645257e-05
DHRS2,0.0004411857101849987
TK1,0.00013765390546134875
GRN,0.0001871093991164779
MT1M,0.0007311935606890758
PAEP,0.00012013074933127806
ADGRF1,0.00028548466501149945
MT-ND2,0.0001860313588563944
C3,0.00034482726032248777
MMD,0.00025952175968912115
CALM1,0.0005976976389185636
ITGA2,0.00019660945713535167
S100A10,0.00031970734644038714
S100A11,0.000127949693086909
CDK12,0.00021220174431775348
RHOC,0.00010374087108396651
LMNA,0.00018596680039753002
HLA-DMA,0.00012579226056228155
GSN,0.00023647180127386215
BGN,0.00011690110365205256
DUSP2,0.00013537910140043005
TUBA1C,0.001904933700336307
LIF,0.00012934444685483445
MYDGF,0.0003629188986172176
PXDN,0.00023992919487971106
CAPG,0.0002696206598786679
ARL6IP1,0.0003542161344116343
CALB1,0.0009797388675613196
SLPI,0.00074556931872781
MCM2,0.00011285961612472146
MACC1,0.0004208497309976702
ANXA1,0.00018348205891236276
TNNT1,0.0005212783063536052
CTSH,0.00024650764545261733
H2AFY,0.00011181580320011994
GAS6,0.00021457451507019584
RPL27A,0.001653089391070514
